fsa,probable,vulnerable,is_most_recent,fever_chills_shakes,cough,shortness_of_breath,any_medical_conditions,travel_outside_canada,contact_with_illness,symptoms,conditions,needs
M8Y,0.05555555555555555,0.4166666666666667,0.9166666666666666,0.027777777777777776,0.0,0.027777777777777776,1.0,0.0,0.05555555555555555,,,
M8Z,0.02631578947368421,0.2894736842105263,0.8421052631578947,0.0,0.0,0.0,1.0,0.0,0.02631578947368421,,,
M9A,0.014705882352941176,0.25,0.7352941176470589,0.0,0.04411764705882353,0.014705882352941176,1.0,0.0,0.014705882352941176,,,
M9B,0.0,0.2631578947368421,0.7236842105263158,0.02631578947368421,0.013157894736842105,0.0,1.0,0.02631578947368421,0.0,,,
M9C,0.0,0.3584905660377358,0.8490566037735849,0.018867924528301886,0.0,0.0,1.0,0.0,0.0,,,
M9M,0.0,0.07407407407407407,0.7407407407407407,0.0,0.0,0.0,1.0,0.0,0.0,,,
M9N,0.0,0.5,0.6666666666666666,0.06666666666666667,0.0,0.0,1.0,0.0,0.0,,,
M9P,0.041666666666666664,0.20833333333333334,0.8333333333333334,0.08333333333333333,0.0,0.041666666666666664,1.0,0.0,0.0,,,
M9R,0.020833333333333332,0.3958333333333333,0.625,0.020833333333333332,0.0,0.0,1.0,0.020833333333333332,0.020833333333333332,,,
M9V,0.0,0.30434782608695654,0.782608695652174,0.08695652173913043,0.0,0.0,1.0,0.0,0.0,,,
M9W,0.020833333333333332,0.3541666666666667,0.7291666666666666,0.0,0.020833333333333332,0.0,1.0,0.0,0.020833333333333332,,,
N0A,0.021739130434782608,0.6304347826086957,0.5869565217391305,0.021739130434782608,0.021739130434782608,0.043478260869565216,1.0,0.0,0.021739130434782608,,,
N0B,0.032,0.32,0.808,0.016,0.024,0.0,1.0,0.0,0.032,,,
N0E,0.0,0.30952380952380953,0.7380952380952381,0.0,0.023809523809523808,0.0,1.0,0.0,0.0,,,
N0G,0.04132231404958678,0.2809917355371901,0.7768595041322314,0.01652892561983471,0.01652892561983471,0.008264462809917356,1.0,0.008264462809917356,0.03305785123966942,,,
N0H,0.015151515151515152,0.48484848484848486,0.7878787878787878,0.015151515151515152,0.015151515151515152,0.030303030303030304,1.0,0.0,0.0,,,
N0J,0.1388888888888889,0.19444444444444445,0.7222222222222222,0.0,0.0,0.027777777777777776,1.0,0.05555555555555555,0.1388888888888889,,,
N0K,0.125,0.3125,0.875,0.0,0.125,0.125,1.0,0.0,0.125,,,
N0L,0.023529411764705882,0.29411764705882354,0.7294117647058823,0.023529411764705882,0.0,0.0,1.0,0.011764705882352941,0.023529411764705882,,,
N0M,0.016,0.464,0.712,0.008,0.168,0.176,1.0,0.0,0.008,,,
N0N,0.0,0.34375,0.78125,0.0,0.0,0.0,1.0,0.0,0.0,,,
N0P,0.0,0.2631578947368421,0.7192982456140351,0.0,0.03508771929824561,0.0,1.0,0.0,0.0,,,
N0R,0.0,0.36666666666666664,0.8666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,,,
N1E,0.034482758620689655,0.29310344827586204,0.7931034482758621,0.034482758620689655,0.034482758620689655,0.017241379310344827,1.0,0.0,0.017241379310344827,,,
N1G,0.01694915254237288,0.2033898305084746,0.7796610169491526,0.0,0.0,0.0,1.0,0.0,0.01694915254237288,,,
N1H,0.03225806451612903,0.20967741935483872,0.7580645161290323,0.06451612903225806,0.016129032258064516,0.03225806451612903,1.0,0.0,0.016129032258064516,,,
N1R,0.027777777777777776,0.5,0.8611111111111112,0.0,0.0,0.027777777777777776,1.0,0.0,0.027777777777777776,,,
N1S,0.0,0.45454545454545453,0.696969696969697,0.0,0.0,0.0,1.0,0.0,0.0,,,
N2A,0.020833333333333332,0.1875,0.75,0.08333333333333333,0.0,0.08333333333333333,1.0,0.0,0.020833333333333332,,,
N2E,0.018867924528301886,0.3018867924528302,0.8490566037735849,0.03773584905660377,0.05660377358490566,0.018867924528301886,1.0,0.0,0.018867924528301886,,,
N2H,0.0,0.11627906976744186,0.7441860465116279,0.13953488372093023,0.023255813953488372,0.0,1.0,0.0,0.0,,,
N2J,0.0,0.28125,0.75,0.03125,0.125,0.0,1.0,0.0,0.0,,,
N2K,0.016666666666666666,0.21666666666666667,0.8166666666666667,0.0,0.06666666666666667,0.03333333333333333,1.0,0.0,0.016666666666666666,,,
N2L,0.01680672268907563,0.11764705882352941,0.8571428571428571,0.03361344537815126,0.03361344537815126,0.025210084033613446,1.0,0.0,0.01680672268907563,,,
N2M,0.0,0.358974358974359,0.7692307692307693,0.0,0.0,0.02564102564102564,1.0,0.0,0.0,,,
N2N,0.024390243902439025,0.24390243902439024,0.8536585365853658,0.024390243902439025,0.0975609756097561,0.024390243902439025,1.0,0.0,0.024390243902439025,,,
N2P,0.0,0.14705882352941177,0.8235294117647058,0.0,0.0,0.0,1.0,0.0,0.0,,,
N2T,0.0784313725490196,0.29411764705882354,0.803921568627451,0.09803921568627451,0.0784313725490196,0.0392156862745098,1.0,0.0,0.0,,,
N3C,0.0,0.34285714285714286,0.9428571428571428,0.02857142857142857,0.02857142857142857,0.02857142857142857,1.0,0.0,0.0,,,
N3H,0.0,0.5,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,,,
N3R,0.0,0.25,0.7,0.0,0.0,0.0,1.0,0.0,0.0,,,
N3S,0.0,0.3888888888888889,0.8888888888888888,0.0,0.0,0.0,1.0,0.0,0.0,,,
N3T,0.05,0.475,0.6,0.05,0.025,0.025,1.0,0.0,0.05,,,
N3Y,0.0,0.47619047619047616,0.9047619047619048,0.0,0.0,0.0,1.0,0.0,0.0,,,
N4G,0.038461538461538464,0.5384615384615384,0.7307692307692307,0.0,0.0,0.0,1.0,0.0,0.038461538461538464,,,
N4K,0.03571428571428571,0.2857142857142857,0.8571428571428571,0.03571428571428571,0.0,0.0,1.0,0.03571428571428571,0.03571428571428571,,,
N4S,0.09523809523809523,0.42857142857142855,0.7380952380952381,0.09523809523809523,0.09523809523809523,0.09523809523809523,1.0,0.0,0.0,,,
N5A,0.0,0.4411764705882353,0.7647058823529411,0.0,0.029411764705882353,0.029411764705882353,1.0,0.0,0.0,,,
N5P,0.0,0.3,0.8,0.0,0.0,0.0,1.0,0.0,0.0,,,
N5R,0.125,0.25,0.6875,0.125,0.09375,0.125,1.0,0.0,0.0,,,
N5V,0.0,0.27906976744186046,0.7674418604651163,0.0,0.0,0.0,1.0,0.0,0.0,,,
N5W,0.05128205128205128,0.28205128205128205,0.8461538461538461,0.07692307692307693,0.0,0.07692307692307693,1.0,0.0,0.02564102564102564,,,
N5X,0.017543859649122806,0.22807017543859648,0.8771929824561403,0.017543859649122806,0.017543859649122806,0.0,1.0,0.0,0.017543859649122806,,,
N5Y,0.038461538461538464,0.23076923076923078,0.8653846153846154,0.038461538461538464,0.07692307692307693,0.019230769230769232,1.0,0.0,0.038461538461538464,,,
N5Z,0.025,0.4,0.75,0.025,0.05,0.025,1.0,0.025,0.0,,,
N6C,0.024390243902439025,0.2682926829268293,0.8780487804878049,0.04878048780487805,0.0,0.0,1.0,0.024390243902439025,0.0,,,
N6E,0.0,0.2631578947368421,0.8157894736842105,0.0,0.07894736842105263,0.05263157894736842,1.0,0.0,0.0,,,
N6G,0.04411764705882353,0.14705882352941177,0.8382352941176471,0.0,0.0,0.014705882352941176,1.0,0.0,0.04411764705882353,,,
N6H,0.02,0.3,0.74,0.04,0.02,0.0,1.0,0.0,0.0,,,
N6J,0.04,0.38,0.84,0.04,0.06,0.06,1.0,0.0,0.04,,,
N6K,0.0,0.3968253968253968,0.8888888888888888,0.0,0.015873015873015872,0.0,1.0,0.0,0.0,,,
N7L,0.0,0.3888888888888889,0.6111111111111112,0.0,0.0,0.0,1.0,0.0,0.0,,,
N7M,0.0,0.38095238095238093,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.047619047619047616,1.0,0.0,0.0,,,
N7S,0.0,0.3,0.85,0.0,0.0,0.0,1.0,0.0,0.0,,,
N7T,0.07142857142857142,0.21428571428571427,0.8571428571428571,0.07142857142857142,0.0,0.0,1.0,0.0,0.07142857142857142,,,
N8H,0.0,0.4375,0.9375,0.0,0.0,0.0,1.0,0.0,0.0,,,
N8N,0.0,0.625,0.75,0.0,0.0,0.0,1.0,0.0,0.0,,,
N8S,0.0,0.5333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,,,
N8W,0.0,0.19047619047619047,0.7142857142857143,0.0,0.0,0.0,1.0,0.0,0.0,,,
N9A,0.0,0.8333333333333334,1.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,,,
N9E,0.0,0.65,0.75,0.0,0.0,0.0,1.0,0.0,0.0,,,
N9G,0.0,0.6,0.8,0.0,0.0,0.0,1.0,0.3,0.0,,,
N9J,0.0,0.23076923076923078,0.7692307692307693,0.0,0.0,0.0,1.0,0.0,0.0,,,
N9V,0.0,0.391304347826087,0.6956521739130435,0.0,0.0,0.043478260869565216,1.0,0.0,0.0,,,
P0H,0.0,0.45,0.9,0.0,0.05,0.0,1.0,0.0,0.0,,,
P0J,0.0,0.7222222222222222,0.7777777777777778,0.0,0.0,0.0,1.0,0.0,0.0,,,
P0L,0.0,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,
P0M,0.024390243902439025,0.24390243902439024,0.8048780487804879,0.0975609756097561,0.04878048780487805,0.04878048780487805,1.0,0.0,0.0,,,
P0T,0.0,0.7037037037037037,0.5925925925925926,0.0,0.0,0.0,1.0,0.0,0.0,,,
P0V,0.0,0.8333333333333334,0.6666666666666666,0.0,0.0,0.16666666666666666,1.0,0.0,0.0,,,
P1B,0.0,0.4166666666666667,0.7916666666666666,0.0,0.0,0.0,1.0,0.0,0.0,,,
P3A,0.0,0.2222222222222222,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,,,
P3E,0.0625,0.3125,0.65625,0.03125,0.0,0.0625,1.0,0.0,0.0625,,,
P4N,0.0,0.4444444444444444,0.8888888888888888,0.0,0.0,0.0,1.0,0.0,0.0,,,
P6A,0.0,0.5217391304347826,0.9130434782608695,0.043478260869565216,0.0,0.043478260869565216,1.0,0.0,0.0,,,
P6B,0.0,0.3333333333333333,0.7142857142857143,0.0,0.0,0.0,1.0,0.0,0.0,,,
P7A,0.0625,0.4375,0.8125,0.125,0.125,0.0,1.0,0.0625,0.0625,,,
P7B,0.0,0.2,1.0,0.1,0.0,0.1,1.0,0.0,0.0,,,
P7C,0.0,0.2727272727272727,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,
P7E,0.0,0.5,0.9285714285714286,0.0,0.0,0.0,1.0,0.0,0.0,,,
